subject,n_pairs,residual_median,residual_mean,frac_beat_control,wilcoxon_p,cliffs_delta
191,46,1.4757037415499743e-06,3.933071276940218e-05,0.5,0.5370233746459043,0.11578449905482041
192,46,8.116465979385003e-05,0.00018950183612741816,0.6086956521739131,0.05017692786182784,0.09829867674858223
193,46,6.313496108319999e-05,5.2154967851360866e-05,0.6304347826086957,0.09351903062643813,0.1275992438563327
194,46,9.041627985294999e-05,9.47278556102348e-05,0.6086956521739131,0.07057486358215381,0.1285444234404537
195,46,8.556969577945003e-05,0.00015423713156065435,0.6521739130434783,0.005706580197583954,0.1446124763705104
196,46,6.621870294999996e-05,7.223276872502395e-05,0.5434782608695652,0.3281340184182002,0.11342155009451796
197,46,6.820645469525006e-05,0.00011845875283785436,0.5652173913043478,0.12476326416153898,0.11531190926275993
198,46,5.001776592055004e-05,4.899438452083478e-05,0.6304347826086957,0.25813510152174735,0.12287334593572778
199,46,3.3195091844849946e-05,5.6543910070091326e-05,0.5434782608695652,0.2942284476266309,0.11720226843100189
200,46,7.562689840390002e-05,0.0002499942869234566,0.5652173913043478,0.0680523639604987,0.12476370510396975
201,46,2.6307947629749943e-05,8.051248706962825e-05,0.5434782608695652,0.2535639279281757,0.09073724007561437
202,46,4.4919340328750026e-05,6.345697258138913e-05,0.6086956521739131,0.17373810338894324,0.1053875236294896
203,46,0.00010269062697220002,0.0001266730342651152,0.6739130434782609,0.06642701256434931,0.14744801512287334
204,46,1.914580796885001e-05,0.0001154831594373739,0.5434782608695652,0.25886405453665673,0.062381852551984876
205,46,7.532441483080007e-05,0.00022886292792661955,0.6304347826086957,0.05517766307849598,0.1290170132325142
206,46,2.8109405752500024e-05,2.084084087818914e-05,0.5652173913043478,0.9216663137460109,0.03544423440453686
207,46,6.852565330360013e-05,0.000198667342694813,0.5869565217391305,0.041038943226895,0.09640831758034027
208,46,9.197563003944997e-05,0.00017455537563869353,0.6304347826086957,0.18075364510669945,0.09593572778827977
209,46,0.00010333892528280005,0.00010556926179952395,0.6521739130434783,0.03496985851354206,0.13988657844990549
210,46,5.25359916328e-05,9.686826136348695e-05,0.5869565217391305,0.03832780770218882,0.08034026465028356
211,46,0.00016414313718750002,8.50235499147239e-05,0.5652173913043478,0.25031588268895266,0.1290170132325142
213,46,7.506809970394998e-05,9.961082454309782e-05,0.6304347826086957,0.060201015959207814,0.06427221172022685
214,46,7.020330156585e-05,0.00014612568216114134,0.5869565217391305,0.05199964572966156,0.14555765595463138
215,46,3.255933890839997e-05,9.523284898088696e-05,0.5434782608695652,0.2423800237768211,0.07325141776937619
