node,cis_mean,cis_median,cis_sd,degree_mean,strength_mean,cv,top50_rate,topdecile_rate
90,-5.04658517764075e-06,-1.1910804665245415e-05,0.0002602298573527456,68.54333333333334,15816.970772040446,-51.565533562320965,0.017777777777777778,0.013333333333333334
91,-2.4856163553020865e-05,-6.115498605552875e-05,0.0003350934812216656,69.07,14968.803434561632,-13.481303359904084,0.052222222222222225,0.043333333333333335
92,-0.0002794567740039255,-0.00029013618230674997,0.0002795109801467763,53.58444444444444,8212.998644205853,-1.000193969686525,0.0,0.0
93,-0.00021327884804591386,-0.0002388207595741,0.00026284163990438055,58.50888888888889,12269.084811866283,-1.232384937899688,0.006666666666666667,0.006666666666666667
94,-0.0001574379828390433,-0.0001630806972897,0.00031348752215903095,59.556666666666665,8530.28321634858,-1.991181013031175,0.02666666666666667,0.021111111111111112
95,-0.0002681460751035651,-0.00028713067652235,0.0003373157342301337,59.69111111111111,17802.69180807021,-1.2579551429192222,0.014444444444444444,0.01
96,0.00018846819127031137,0.00018091741087485,0.0002717259777657742,84.33111111111111,9515.63135290449,1.4417604155602575,0.09555555555555556,0.08555555555555555
97,0.0012217579175080684,0.0011153847551699,0.0005008212634100116,160.5522222222222,32666.077071414755,0.40991857407521504,0.9677777777777777,0.9577777777777777
98,-0.00023976953004085577,-0.0002605763833285,0.00021375823600326197,51.20111111111111,11503.754753961439,-0.8915154313679408,0.0,0.0
99,0.00043381094748946294,0.0004223505506027,0.00035732730770355524,105.31888888888889,17848.90292504899,0.823693615321302,0.3088888888888889,0.2577777777777778
100,1.397437491683412e-05,-1.2143163045154125e-05,0.0002594991564444345,71.08333333333333,14534.938871247976,18.569643221166974,0.03,0.022222222222222223
101,-8.643007482268655e-05,-0.00010583744882205,0.0002513317567872318,64.99555555555555,8130.386939944078,-2.907920157454974,0.0011111111111111111,0.0011111111111111111
102,4.554250790523691e-05,4.27033664982311e-05,0.0002044324046360407,72.38222222222223,10254.151987999869,4.4888262425384164,0.01,0.0077777777777777776
103,0.00022259930759009283,0.00021365917152185,0.00020292590856284636,89.5411111111111,16293.997359055818,0.9116196755496014,0.05333333333333334,0.042222222222222223
104,0.00016063372045820105,0.00014424474274105,0.00023688694698419756,82.51333333333334,14386.262004132694,1.4747024865544254,0.06777777777777778,0.052222222222222225
105,-0.00012725447982170742,-0.0001160971062019,0.0002436625878123466,53.27333333333333,17404.693560420674,-1.9147662868429876,0.0011111111111111111,0.0
106,0.00029337784786360213,0.0002714547427545,0.00033809967224505434,82.40555555555555,17950.56694723935,1.1524376319041116,0.16,0.14
107,0.0003926334450360212,0.00032345067709090003,0.00038287420824891145,87.28222222222222,18290.223174931125,0.9751441531268066,0.25222222222222224,0.2222222222222222
108,0.0001088603509295274,2.8158753971158297e-05,0.0004030711230346471,67.96666666666667,15797.645876895513,3.7026439800435886,0.09888888888888889,0.08777777777777777
109,0.0004952791612804642,0.00038113663103735,0.0006161578243159538,90.19777777777777,17053.162668377525,1.2440616777071285,0.3811111111111111,0.37
110,-2.1366187610218364e-05,-0.0001120527809676,0.0005472953195543499,59.07111111111111,6214.597522013519,-25.615019840629234,0.12333333333333334,0.11777777777777777
111,0.0003100752851458357,0.00020461924644044998,0.0007187834773200093,76.82777777777778,7672.627570932317,2.3180934171581864,0.28444444444444444,0.2722222222222222
112,0.00019825440405069517,0.0002498226572208,0.00032335703169609554,75.0988888888889,13126.261031028114,1.6310206738883373,0.11666666666666667,0.08777777777777777
113,5.244646880815791e-05,3.183938376984136e-05,0.0002240831760403664,55.593333333333334,9195.899396347371,4.272607501184348,0.006666666666666667,0.005555555555555556
114,6.50788196800678e-05,6.969850321528205e-05,0.00023817637180402465,60.44,21854.660728722305,3.6598139452269876,0.008888888888888889,0.0077777777777777776
115,0.00022816030291030002,0.0001958872031722,0.000329779101807595,69.91888888888889,31293.323719139247,1.4453833449600821,0.13333333333333333,0.11666666666666667
116,0.00013004478369672734,0.00011922868729165,0.0001982534953440056,61.30555555555556,14075.465261588039,1.5245017117052946,0.0044444444444444444,0.0044444444444444444
117,0.00028326975695962785,0.0002604664796445,0.0002298478258594791,77.73,27153.09261222826,0.8114096906301136,0.10888888888888888,0.08888888888888889
118,0.00014332296611985473,0.00010058196764789999,0.0004011211193157124,75.36777777777777,28720.853629495105,2.7987218669495886,0.1388888888888889,0.1288888888888889
119,1.7428540494257318e-05,9.000040721384486e-06,0.00030936751329545584,61.24333333333333,17570.960714349003,17.75062653108515,0.04555555555555556,0.04
120,-0.00011173413502956034,-0.00015203670469335,0.0002704785496592558,54.635555555555555,15344.46359376525,-2.420733373804685,0.024444444444444446,0.01888888888888889
121,8.341027818752804e-05,5.762832959714191e-05,0.00028108477297386625,75.06111111111112,27787.348015588894,3.369905712841701,0.04888888888888889,0.042222222222222223
122,5.869864207603547e-05,1.0573647635484934e-06,0.0003385661432237556,69.59,25452.261378722706,5.767870111632103,0.07444444444444444,0.06333333333333334
123,0.0005621920334286591,0.0005319536595870999,0.0004039790965999133,105.07444444444444,29596.190637209456,0.7185784795564474,0.46555555555555556,0.43333333333333335
124,0.00020161401558322115,0.00018382574629235,0.00045835345992630206,75.94777777777777,18224.853080075012,2.273420618107303,0.18888888888888888,0.17444444444444446
