node,cis,degree,strength,cis_rank,e0
0,-0.000278959475655697,51,14972.56925137341,340,0.5404504851873273
1,7.673939195162764e-06,64,17079.468300819397,219,0.5404504851873273
2,-0.000708909597931884,26,9213.936598449945,432,0.5404504851873273
3,-0.00020730112194303343,54,22449.563207820058,317,0.5404504851873273
4,-0.00017744347456258574,57,21415.87011963129,304,0.5404504851873273
5,4.94746455275841e-05,65,15578.34724985063,204,0.5404504851873273
6,0.0004495671204235288,85,10261.643044009805,76,0.5404504851873273
7,-0.00047601994836562464,43,17775.443709760904,389,0.5404504851873273
8,4.94746455275841e-05,64,12422.241537198424,203,0.5404504851873273
9,-0.0005655928905065568,32,5543.376712799072,413,0.5404504851873273
10,-0.0004939345367938932,41,7457.498809158802,394,0.5404504851873273
11,0.0002017486471670456,75,18880.097771272063,139,0.5404504851873273
12,7.933229290782635e-05,62,8459.49105206132,189,0.5404504851873273
13,-0.00010877088558796692,50,11704.614898696542,273,0.5404504851873273
14,0.00012411876397829246,67,15634.020239271224,176,0.5404504851873273
15,-0.00025805912248938364,39,2470.29224216938,336,0.5404504851873273
16,3.1560057099315486e-05,74,15175.884101763368,213,0.5404504851873273
17,-0.0001475858271823435,45,7696.49917639792,289,0.5404504851873273
18,0.0001838340587389824,72,22450.435773551464,149,0.5404504851873273
19,-9.981359137383262e-05,53,7282.9194363206625,267,0.5404504851873273
20,9.724688133609496e-05,58,13903.115904703736,185,0.5404504851873273
21,-0.0003058313582978945,38,5750.832934170961,350,0.5404504851873273
22,-4.3084061351187446e-05,65,23265.577620506287,245,0.5404504851873273
23,0.00026743547140361965,77,17317.243110746145,122,0.5404504851873273
24,0.0007929300652968283,111,39557.51669411361,35,0.5404504851873273
25,0.0006824567699897882,109,14352.749339088798,47,0.5404504851873273
26,0.00031819347195017526,83,22666.155607141554,107,0.5404504851873273
27,0.00016890523504875854,71,8615.229661509395,157,0.5404504851873273
28,0.00016144082320374933,68,10327.39636862278,161,0.5404504851873273
29,0.0001480048818826506,66,9632.14487117529,167,0.5404504851873273
30,-0.0005655928905065568,28,4539.318742960691,412,0.5404504851873273
31,0.0007153001821080752,122,19985.191694915295,40,0.5404504851873273
32,0.0002495208829755564,89,19117.64651031792,126,0.5404504851873273
33,0.0005107752975531384,99,18819.96916872263,64,0.5404504851873273
34,0.0004137379435669916,103,28218.393377751112,86,0.5404504851873273
35,-9.682782663599329e-05,73,13168.319605007768,266,0.5404504851873273
36,-9.384206189774309e-05,59,12273.57681003213,264,0.5404504851873273
37,-2.8155237661169032e-05,75,17710.44856761396,239,0.5404504851873273
38,-0.00045213383046126645,50,4997.17390230298,385,0.5404504851873273
39,-0.0002640306519654732,57,12210.327639400959,337,0.5404504851873273
40,-0.00039540430043882673,46,5920.80264519155,375,0.5404504851873273
41,-0.0004581053599375614,50,8277.007263273,386,0.5404504851873273
42,7.933229290782635e-05,63,18654.817243501544,190,0.5404504851873273
