node,cis,degree,strength,cis_rank,e0
0,-0.0005848162352126595,36,21474.983773604035,426,0.5459152689415847
1,-0.00028922860593620214,50,23095.191617190838,345,0.5459152689415847
2,-0.00036312551325531645,49,9029.441094949841,374,0.5459152689415847
3,0.0003714097454967573,84,19048.50887362659,86,0.5459152689415847
4,0.00043939490023051336,94,16124.775242008269,71,0.5459152689415847
5,-0.00013108922427334217,60,23987.61436331272,287,0.5459152689415847
6,-0.00020203025529967568,50,9468.855004161596,315,0.5459152689415847
7,2.852809553600987e-05,80,24403.52820582688,206,0.5459152689415847
8,-3.6501182904761935e-05,65,12702.725369527936,247,0.5459152689415847
9,4.035160070713324e-05,59,6527.69316354394,201,0.5459152689415847
10,0.00024430706490799454,73,7209.630249969661,121,0.5459152689415847
11,1.0792837779528181e-05,62,17018.976275861263,224,0.5459152689415847
12,-0.0004591914927701854,42,5740.361158460379,404,0.5459152689415847
13,-0.00040155190506126404,43,15248.916190043092,386,0.5459152689415847
14,0.0015419367574320735,130,16918.445696771145,10,0.5459152689415847
15,9.946912656234336e-05,65,8872.873276472092,167,0.5459152689415847
16,6.104273475659914e-05,84,24360.40791156888,187,0.5459152689415847
17,0.0004482625291088559,94,23193.592058300972,68,0.5459152689415847
18,0.00013493964207571347,61,23068.924778029323,146,0.5459152689415847
19,9.651325026976589e-05,66,5585.207763209939,170,0.5459152689415847
20,0.00025613057007891455,74,17791.774104952812,117,0.5459152689415847
21,0.0005369388178918744,102,24252.20061865449,52,0.5459152689415847
22,0.00013789551836829097,84,22947.652707375586,145,0.5459152689415847
23,0.0004896447972075844,97,15199.688490256667,60,0.5459152689415847
24,-0.00019907437900689484,49,19128.640596948564,311,0.5459152689415847
25,-0.0002522801522765433,47,4661.624825268984,331,0.5459152689415847
26,0.0005576299519411369,102,18162.61073973775,48,0.5459152689415847
27,0.00018223366275980024,89,19174.082011796534,134,0.5459152689415847
28,0.0005990122200398653,106,23855.052482135594,40,0.5459152689415847
29,0.0004482625291088559,91,21225.592193737626,69,0.5459152689415847
30,0.00046008603427997926,91,15268.902352422476,64,0.5459152689415847
31,7.877799251308083e-05,81,11182.608711913228,178,0.5459152689415847
32,-3.2067368465692355e-05,82,21845.4514413625,244,0.5459152689415847
33,-0.0002315890182274841,58,6897.001587629318,324,0.5459152689415847
34,9.355737397698505e-05,75,16491.47682800889,172,0.5459152689415847
35,-4.241293549032362e-05,76,21396.9805521518,249,0.5459152689415847
36,-0.00028183891520435167,65,8344.754359439015,342,0.5459152689415847
37,0.00011424850802624758,90,19621.628344342113,162,0.5459152689415847
38,-0.0002168096367633765,53,15120.095659270883,321,0.5459152689415847
39,-0.0003409564410595618,42,6499.533937200904,366,0.5459152689415847
40,-0.0002936624203754751,54,9508.852188646793,350,0.5459152689415847
41,-0.0004325886061353612,46,9859.263275489211,395,0.5459152689415847
42,2.2616342950651552e-05,74,15120.535067558289,212,0.5459152689415847
43,-0.0002493242759839658,38,5426.83157736063,329,0.5459152689415847
44,-0.00019907437900689484,54,8273.663577377796,313,0.5459152689415847
45,-0.00019907437900689484,57,9954.032974600792,314,0.5459152689415847
46,0.0005458064467700136,114,19252.725079476833,51,0.5459152689415847
47,-0.00044736798759906205,31,3939.3287820369005,398,0.5459152689415847
48,7.877799251308083e-05,63,16813.705957472324,179,0.5459152689415847
49,-3.6501182904761935e-05,72,9691.646748289466,246,0.5459152689415847
50,-0.0004562356164774046,34,7800.022135600448,402,0.5459152689415847
51,9.355737397698505e-05,76,12750.213233232498,174,0.5459152689415847
52,-0.0006306323177506609,28,4344.591840013862,432,0.5459152689415847
53,-0.0007961613901455746,22,1871.5929919034243,448,0.5459152689415847
54,-0.000577426544480809,29,4414.649377882481,424,0.5459152689415847
55,-0.00025819190486210496,52,15928.980027154088,335,0.5459152689415847
56,0.0005605858282339178,114,36334.532039001584,47,0.5459152689415847
57,-0.00013700097685870048,54,6725.237288251519,289,0.5459152689415847
58,2.2616342950651552e-05,64,13438.695389792323,211,0.5459152689415847
59,0.0006285709829674705,106,22681.52408219874,37,0.5459152689415847
60,0.0003980126321317849,103,24194.40381936729,80,0.5459152689415847
61,-2.4677677733638566e-05,51,11710.636317759752,240,0.5459152689415847
62,-0.00014291272944426218,56,14428.77938091755,292,0.5459152689415847
63,-0.00019611850271411397,50,17678.366784587502,310,0.5459152689415847
64,0.00012016026061180926,73,15822.35266816616,158,0.5459152689415847
65,0.00010538087914790505,63,12264.076039358974,165,0.5459152689415847
66,-0.0002227213893489382,48,8162.117186576128,323,0.5459152689415847
67,-0.0002552360285695275,40,8152.633880376816,334,0.5459152689415847
68,-0.00014882448202982386,60,20153.553695350885,296,0.5459152689415847
69,0.00043939490023051336,110,34240.160208269954,72,0.5459152689415847
70,-0.0004665811835022392,55,20530.53764835,405,0.5459152689415847
71,-0.00011630984280943796,69,19747.111760765314,279,0.5459152689415847
72,-4.832468807568194e-05,45,11865.17667286098,254,0.5459152689415847
73,-0.00010153046134553374,62,10414.736888855696,273,0.5459152689415847
74,0.0007881883027768225,108,20721.782721966505,27,0.5459152689415847
75,-0.00021385376047059566,63,8704.853582158685,320,0.5459152689415847
76,-0.00011630984280943796,57,31164.293307349086,278,0.5459152689415847
77,0.0002620423226646796,74,7492.598555251956,115,0.5459152689415847
78,0.00029160108559228467,85,20128.58927820623,108,0.5459152689415847
79,0.0005325050034526014,100,10201.432919576764,53,0.5459152689415847
80,0.0004571301579871984,91,6538.142426922917,65,0.5459152689415847
81,0.00012607201319737095,67,3181.385293111205,150,0.5459152689415847
82,-3.945705919754278e-05,52,6068.930761247873,248,0.5459152689415847
83,0.0001290278894901518,67,4463.904630497098,148,0.5459152689415847
84,-0.0007932055138527937,26,1267.275285333395,447,0.5459152689415847
85,0.0003388951062763714,112,20240.40283291042,98,0.5459152689415847
86,0.00035071861144769816,103,28518.44567361474,96,0.5459152689415847
87,-0.00011039809022387627,66,14969.376194730401,277,0.5459152689415847
88,0.00030638046705598555,86,16751.089751690626,106,0.5459152689415847
89,0.00015858665241775687,88,18128.30129483342,138,0.5459152689415847
90,0.0003566303640330565,107,13370.19070519507,91,0.5459152689415847
91,0.00012311613690459011,87,18007.539099261165,155,0.5459152689415847
92,-8.379520358905205e-05,79,15041.428700521588,266,0.5459152689415847
93,0.00012311613690459011,75,14328.492440328002,156,0.5459152689415847
94,-0.00014291272944426218,64,11211.758204907179,293,0.5459152689415847
95,-0.0005611692248706161,42,10140.048643313348,420,0.5459152689415847
96,0.0002649981989572571,103,10672.563326075673,112,0.5459152689415847
97,0.001068996550589579,155,24256.274754047394,18,0.5459152689415847
98,-1.8765925148076878e-05,62,7858.464557647705,238,0.5459152689415847
99,0.0001290278894901518,88,15121.848447650671,149,0.5459152689415847
100,0.0003182039722271089,94,16186.328450843692,102,0.5459152689415847
101,-0.00027592716261879,51,7351.652246907353,340,0.5459152689415847
102,6.695448734216083e-05,74,8646.169094741344,183,0.5459152689415847
103,0.0002620423226646796,89,14317.05682618916,114,0.5459152689415847
104,9.651325026976589e-05,82,8784.115133479238,169,0.5459152689415847
105,-3.986543684376033e-06,62,23030.34482473135,230,0.5459152689415847
106,-2.7633554026622777e-05,65,13479.799994498491,242,0.5459152689415847
107,0.0006610856221880597,99,18085.82153186202,36,0.5459152689415847
108,-0.00035869169881624685,49,21121.301745980978,371,0.5459152689415847
109,-0.00023454489452006156,57,13367.515939846635,326,0.5459152689415847
110,-0.0006454116992145651,31,4058.258933275938,435,0.5459152689415847
111,1.925208901185653e-06,53,6074.217662289739,227,0.5459152689415847
112,-7.788345100349037e-05,59,12840.59341275692,263,0.5459152689415847
113,-0.0002108978841780182,30,4091.7783786654472,318,0.5459152689415847
114,6.99103636347383e-05,59,37307.97884531319,181,0.5459152689415847
115,-0.00011039809022387627,42,25555.368373557925,275,0.5459152689415847
116,1.6704590365089867e-05,50,9894.406597420573,218,0.5459152689415847
117,0.00012607201319737095,60,22291.223160013556,152,0.5459152689415847
118,1.925208901185653e-06,68,25058.37062200904,228,0.5459152689415847
119,-0.0003143535544247376,44,10948.545076563954,359,0.5459152689415847
120,-0.00028183891520435167,44,12535.510434865952,343,0.5459152689415847
121,-0.00048727231755150177,39,21267.639133438468,408,0.5459152689415847
122,-0.00016655973978650892,54,18071.172840237617,299,0.5459152689415847
123,0.0007482839728245862,128,30432.089443162084,30,0.5459152689415847
124,0.0007408942820927358,125,29201.28639432043,31,0.5459152689415847
125,-0.00034982406993790436,30,6881.425687968731,368,0.5459152689415847
126,-0.00036460345140180853,36,10725.111827120185,375,0.5459152689415847
127,-0.0006897498436060743,30,3265.459866076708,441,0.5459152689415847
128,-0.0009114405655634173,28,7598.322866559029,455,0.5459152689415847
129,5.2175105878256616e-05,60,10011.728616088629,191,0.5459152689415847
130,-0.0005833382970663707,32,6802.678681924939,425,0.5459152689415847
131,-0.00028775066778971,56,13777.48189368844,344,0.5459152689415847
132,-0.0003985960287684832,56,17341.285002052784,384,0.5459152689415847
133,-0.0005951618022374941,22,7321.816191390157,429,0.5459152689415847
134,0.0004866889209148035,96,23393.50002641976,61,0.5459152689415847
135,0.00015858665241775687,68,17877.510470196605,139,0.5459152689415847
136,-9.898296269937718e-06,68,14445.686158746481,235,0.5459152689415847
137,0.00022952768344409034,75,12410.509753108025,124,0.5459152689415847
138,5.2175105878256616e-05,57,18928.486639633775,190,0.5459152689415847
139,0.00030933634334876636,99,31495.106736436486,104,0.5459152689415847
140,-0.0002936624203752717,49,12967.01956744492,349,0.5459152689415847
141,-0.00020498613159245651,52,14253.410115867853,316,0.5459152689415847
142,-0.00018133912125020978,56,8197.7954024598,302,0.5459152689415847
143,0.00041574788988847,84,11521.453800350428,76,0.5459152689415847
144,-0.0006394999466290033,34,4037.8563912063837,433,0.5459152689415847
145,-4.832468807568194e-05,61,14733.354392945766,252,0.5459152689415847
146,0.00038618912696086494,88,15117.450120449066,83,0.5459152689415847
147,-0.00019907437900689484,46,8697.027952581644,312,0.5459152689415847
148,-8.67510798818329e-05,69,27344.28077726066,268,0.5459152689415847
149,-0.0008183304623413292,33,17472.35739029944,452,0.5459152689415847
150,-0.0005050075753079835,46,17377.471631884575,410,0.5459152689415847
151,2.852809553600987e-05,83,21566.26244276762,208,0.5459152689415847
152,0.0005901445911615229,128,20622.09566219151,43,0.5459152689415847
153,-0.0006971395343379248,35,14389.472060963511,442,0.5459152689415847
154,-0.0006646248951175388,38,12484.74977144599,437,0.5459152689415847
155,-0.00030991973998546464,55,9706.036792844534,358,0.5459152689415847
156,-0.00035573582252346604,59,13613.725710004568,369,0.5459152689415847
157,-0.0006675807714103197,37,14612.29142870754,438,0.5459152689415847
158,-0.0005493457196996961,44,10109.645471021533,418,0.5459152689415847
159,-9.266283246719121e-05,71,17332.94080737233,269,0.5459152689415847
160,4.626335329269493e-05,74,11402.031797811389,198,0.5459152689415847
161,0.0001999689205164853,91,19678.745728865266,129,0.5459152689415847
162,-7.492757471070953e-05,78,14016.814363375306,261,0.5459152689415847
163,0.00016745428129609938,70,11190.222469121218,136,0.5459152689415847
164,-0.0002966182966682559,48,10653.251100808382,353,0.5459152689415847
165,-4.241293549032362e-05,71,16451.037224322557,251,0.5459152689415847
166,-0.00016360386349372808,59,8886.632266409695,298,0.5459152689415847
