node,cis,degree,strength,cis_rank,e0
0,-0.00031695271669378864,48,18186.112703472376,356,0.5450782404729773
1,1.7574220193929765e-05,66,19135.251670509577,202,0.5450782404729773
2,-0.0005153005465296135,36,13218.188993170857,409,0.5450782404729773
3,-6.827782555602648e-05,61,21394.306083858013,251,0.5450782404729773
4,-0.0005212213772712215,33,9660.197084441781,413,0.5450782404729773
5,-0.0005537859463485384,31,12970.496719777584,422,0.5450782404729773
6,0.0001182283427971933,63,8766.660624101758,162,0.5450782404729773
7,-0.0002281402555731302,50,22661.474764615297,327,0.5450782404729773
8,-0.00031695271669378864,41,9202.830266907811,355,0.5450782404729773
9,-0.00042056725466775433,43,8615.042391613126,389,0.5450782404729773
10,-0.0001126840561163557,53,12986.484210282564,268,0.5450782404729773
11,-0.00014820904056457834,55,14423.622443661094,285,0.5450782404729773
12,6.790128149566337e-05,63,10241.772534638643,180,0.5450782404729773
13,-3.571325647850603e-05,61,20041.184093222022,232,0.5450782404729773
14,1.7574220193929765e-05,65,9554.061327293515,201,0.5450782404729773
15,-0.0003820818548488295,45,7420.050887584686,378,0.5450782404729773
16,-7.123824092672867e-05,62,15794.985038727522,254,0.5450782404729773
17,-1.2029933512888485e-05,63,13757.495232254267,219,0.5450782404729773
18,0.00021592205002995832,82,17717.137982219458,122,0.5450782404729773
19,-8.604031778023963e-05,59,13231.78260718286,260,0.5450782404729773
20,5.732558711120993e-06,56,10493.38541777432,213,0.5450782404729773
21,-0.0008054212528572064,29,5761.5901300013065,453,0.5450782404729773
22,0.00015079291187491742,79,19529.414734467864,149,0.5450782404729773
23,-0.00012748613296966298,55,6717.750667825341,273,0.5450782404729773
24,-9.492156389214254e-05,54,15047.243622750044,263,0.5450782404729773
25,-0.00025774440927994844,51,10379.100322201848,335,0.5450782404729773
26,1.7574220193726084e-05,65,16611.181162446737,203,0.5450782404729773
27,-7.419865629743087e-05,58,13045.380150571465,256,0.5450782404729773
28,0.00012414917353859768,74,14353.338934391737,158,0.5450782404729773
29,0.00042315112597809344,91,27202.3540533334,76,0.5450782404729773
30,-0.00019853610186610827,51,10691.431894183159,311,0.5450782404729773
31,-0.00013932779445247176,65,13336.730658710003,280,0.5450782404729773
32,-0.0002222194248317258,62,18588.185200616717,323,0.5450782404729773
33,-0.00031399230132308646,47,11322.23984003067,353,0.5450782404729773
34,-0.00011564447148705788,71,11000.748938202858,269,0.5450782404729773
35,-0.0005301026233831245,40,8226.789880037308,415,0.5450782404729773
36,-0.00023406108631453457,46,12039.736495450139,329,0.5450782404729773
37,-0.0006440786151548533,37,7079.333958953619,435,0.5450782404729773
38,-0.0003051110552109799,57,9156.141191512346,350,0.5450782404729773
39,-0.00037024019336622443,46,11596.074442178011,374,0.5450782404729773
40,-0.0006440786151548533,38,6331.017012402415,436,0.5450782404729773
41,-0.0003554381165125098,46,10151.393487527966,368,0.5450782404729773
42,-0.0004028047624435412,41,7220.729282692075,381,0.5450782404729773
43,-0.0005256620003271731,32,5043.775477364659,414,0.5450782404729773
44,-0.0006396379920984946,28,4571.392182469368,434,0.5450782404729773
45,-0.00046201306985758504,40,13680.65278096497,402,0.5450782404729773
46,-3.8673671849004545e-05,62,12617.78336340189,234,0.5450782404729773
47,-0.0003435964550299047,42,18462.282690823078,364,0.5450782404729773
48,0.0001655949887282247,67,13613.754726395011,140,0.5450782404729773
49,-0.00016005070204738712,50,10753.962893396616,292,0.5450782404729773
50,5.902003538335311e-05,66,19339.948759645224,185,0.5450782404729773
51,-0.00047385473134019013,46,6960.627056077123,405,0.5450782404729773
52,-0.0005389838694952311,33,7403.905774757266,418,0.5450782404729773
53,0.00023072412688346928,67,5912.6067353338,118,0.5450782404729773
54,0.00016263457335752253,63,12479.447354748845,142,0.5450782404729773
55,0.0008198467856501506,107,19394.028858855367,29,0.5450782404729773
56,0.0004586761104263161,95,30560.629331752658,68,0.5450782404729773
57,-0.00024590274779734335,47,15146.785458415747,333,0.5450782404729773
58,-5.0515333331813317e-05,72,16223.181141778827,238,0.5450782404729773
59,-0.00014524862519387614,64,8158.228640496731,283,0.5450782404729773
60,0.00047643860265032557,100,32625.23024572432,62,0.5450782404729773
61,-0.0003435964550299047,37,4423.191268980503,365,0.5450782404729773
62,0.000509003171727846,92,6240.2076638787985,59,0.5450782404729773
63,0.0013675236292272047,128,23383.647811070085,12,0.5450782404729773
64,0.000808005124167138,119,27268.608713537455,31,0.5450782404729773
65,0.0005948552174778023,98,10474.5742662251,50,0.5450782404729773
66,-5.347574870251551e-05,61,6994.82847443223,240,0.5450782404729773
67,8.862418909037504e-05,54,2807.112746462226,170,0.5450782404729773
68,-0.0005153005465298172,37,11075.64565449953,411,0.5450782404729773
69,8.862418909037504e-05,63,16645.08677354455,171,0.5450782404729773
70,0.001041877938451593,116,39186.642994344234,21,0.5450782404729773
71,-0.00029030897835767257,54,16054.417422577739,344,0.5450782404729773
72,-0.0007047671302537391,25,4176.049265429378,445,0.5450782404729773
73,-0.0002311006709438324,54,10594.158456876874,328,0.5450782404729773
74,-0.00026366524002135284,45,13167.960686534643,337,0.5450782404729773
75,-0.0007728566837794822,38,6075.7384146898985,450,0.5450782404729773
76,-0.0005419442848659333,45,15396.497058987617,419,0.5450782404729773
77,-0.0002725464861334594,51,11841.68299845606,341,0.5450782404729773
78,-0.00047385473134019013,48,10832.950106590986,406,0.5450782404729773
79,-0.0005537859463485384,39,13896.434533566236,424,0.5450782404729773
80,0.00011822834279739697,64,16669.98862697184,160,0.5450782404729773
81,-0.00036135894725411786,46,10257.476496383548,371,0.5450782404729773
82,0.0010803633382705177,124,16623.26758313179,19,0.5450782404729773
83,-0.00012452571759916448,54,15274.22760759294,272,0.5450782404729773
84,-0.00013340696371127105,52,3678.707825258374,277,0.5450782404729773
85,4.421795853004582e-05,67,10504.687717229128,188,0.5450782404729773
86,-0.0005981921769088675,31,13751.772043764591,429,0.5450782404729773
87,-0.0004028047624435412,36,9415.329624474049,380,0.5450782404729773
88,-0.00013636737908176956,57,22259.025332883,279,0.5450782404729773
89,-0.00013340696371127105,64,19401.14247789979,278,0.5450782404729773
90,0.0004053886337538803,85,21108.22777211666,78,0.5450782404729773
91,-0.00012748613296966298,54,11564.738015130162,274,0.5450782404729773
92,-0.0007269702455339037,35,9742.014033064246,447,0.5450782404729773
93,1.165338945252538e-05,71,16349.272753611207,208,0.5450782404729773
94,-0.00019557568649560976,50,8010.656891927123,307,0.5450782404729773
95,-0.0005419442848659333,50,20513.527644991875,420,0.5450782404729773
96,0.00042907195671929417,107,11444.345487371087,74,0.5450782404729773
97,0.0007369551552708965,132,35133.73460975289,35,0.5450782404729773
98,-0.0005034588850470084,36,14918.503564074636,408,0.5450782404729773
99,0.00019815955780574517,92,20505.547474101186,128,0.5450782404729773
100,-0.0004028047624435412,43,8001.38490998745,382,0.5450782404729773
101,-0.00031695271669378864,52,4345.956431403756,354,0.5450782404729773
102,-6.827782555602648e-05,68,11067.841143399477,252,0.5450782404729773
103,0.0001182283427971933,89,18817.170270070434,161,0.5450782404729773
104,-0.00013340696371106736,63,12071.305931434035,275,0.5450782404729773
105,5.732558711120993e-06,51,19654.844209969044,214,0.5450782404729773
106,0.00030769492652131893,81,12117.437634274364,99,0.5450782404729773
107,0.00046163652579701825,92,16356.806430593133,66,0.5450782404729773
108,0.00023664495762487368,74,15587.099336922169,114,0.5450782404729773
109,0.0006955093400812694,113,20140.358514234424,40,0.5450782404729773
110,0.00020704080391785175,66,6589.525449812412,123,0.5450782404729773
111,0.0016310005972182743,136,13045.761715486646,10,0.5450782404729773
112,0.000523805248581357,98,21096.309384927154,57,0.5450782404729773
113,0.00029881368040921236,80,12869.495636254549,102,0.5450782404729773
114,0.0003224970033748299,83,24867.796709463,96,0.5450782404729773
115,0.0003905865569003693,81,32749.07394437492,83,0.5450782404729773
116,0.00015967415798682033,65,14397.795094966888,144,0.5450782404729773
117,7.678252760776996e-05,60,18862.157908007503,178,0.5450782404729773
