node,cis,degree,strength,cis_rank,e0
0,4.878254647583598e-05,66,16906.507625728846,199,0.5378172996594048
1,0.000413329107705825,85,17379.446064159274,89,0.5378172996594048
2,9.378829477584481e-05,70,16091.85436270386,179,0.5378172996594048
3,0.0010884153322055447,124,13867.201890021563,25,0.5378172996594048
4,0.0005843509512456108,108,30751.912682190537,62,0.5378172996594048
5,-0.0007328172823338771,26,10110.75215511024,429,0.5378172996594048
6,0.0002423072641658327,69,8386.371984347701,131,0.5378172996594048
7,-0.00030076209865387483,55,35118.45164601505,345,0.5378172996594048
8,-0.00015374332087399734,59,28763.5527433753,294,0.5378172996594048
9,0.000308315695005942,74,3634.722065202892,117,0.5378172996594048
10,0.00061135440022574,103,7795.723366692662,59,0.5378172996594048
11,-0.0008408310782537744,21,6900.477297961712,437,0.5378172996594048
12,0.000308315695005942,76,3339.7440107017756,118,0.5378172996594048
13,-0.0010208540714536033,24,5629.469783991575,450,0.5378172996594048
14,-9.073527325410884e-05,58,5490.316598162055,263,0.5378172996594048
15,0.0008048791179155303,106,5793.858643174171,35,0.5378172996594048
16,-0.0003637701462739698,52,11669.112788900733,366,0.5378172996594048
17,0.00061135440022574,100,8856.598844707012,58,0.5378172996594048
18,-0.0005617954387938848,33,20556.67504761368,409,0.5378172996594048
19,0.0007913773934255689,113,6146.849165022373,37,0.5378172996594048
20,0.0012099308526154033,119,16344.740971133113,19,0.5378172996594048
21,0.0007823762437655259,104,10757.673921480775,39,0.5378172996594048
22,-0.0005137893072738616,42,15783.394681662321,401,0.5378172996594048
23,-0.0002212519433240106,48,7379.7842201292515,322,0.5378172996594048
24,0.0001883003662057808,60,8453.705059289932,151,0.5378172996594048
25,0.00047333677210569913,87,8995.870774388313,78,0.5378172996594048
26,-0.0001462423628240647,51,13569.425514176488,290,0.5378172996594048
27,-0.000693812300473897,36,8809.76052057743,422,0.5378172996594048
28,0.00035632182652575874,82,12774.255821704865,102,0.5378172996594048
29,0.00043733217346573333,89,6674.655954495072,85,0.5378172996594048
30,0.00017029806688590113,80,4653.224029123783,154,0.5378172996594048
31,0.0005993528673456826,119,13650.427972488105,61,0.5378172996594048
32,0.00035632182652575874,101,10234.389730706811,101,0.5378172996594048
33,0.00028731301246584154,95,7182.511680096388,124,0.5378172996594048
34,0.0006833635975056716,124,14106.414475679398,44,0.5378172996594048
35,0.000632357082765634,116,20472.040087386966,52,0.5378172996594048
36,-0.000506288349223929,44,3621.30951474607,400,0.5378172996594048
37,0.000141794426295868,88,10923.809295356274,164,0.5378172996594048
38,0.00046733600566567046,106,12878.691045477986,80,0.5378172996594048
39,0.00010729001926580618,73,6991.191099092364,171,0.5378172996594048
40,0.0004583348560056274,108,15068.818814694881,83,0.5378172996594048
41,1.1277756225966237e-05,71,3916.902820125222,217,0.5378172996594048
42,6.228427096579734e-05,72,8156.973293915391,190,0.5378172996594048
43,-0.0005902990793839179,39,5069.337645873427,411,0.5378172996594048
44,0.0001943011326458095,81,7533.338116079569,150,0.5378172996594048
45,-0.00022875290137394327,60,7667.21043176949,325,0.5378172996594048
46,0.0003233176111058073,86,14323.56723035872,111,0.5378172996594048
47,-0.00034726803856399404,48,2231.904073610902,360,0.5378172996594048
48,0.00019730151586582384,71,14684.827406138182,148,0.5378172996594048
49,0.00023480630611590002,78,12172.083879321814,136,0.5378172996594048
50,-0.0010778613526336695,8,88.86912536621094,452,0.5378172996594048
