cis_mean,cis_median,cis_max,top50_mean,topdecile_mean,gini_abs_cis,subject,condition,atlas,variant,cost,e0,spearman_cis_degree,n_nodes
0.00016865877882009682,-3.509727682378155e-05,0.009166483311921922,0.0020403863950615646,0.0030180214605682594,0.5539210533124459,258,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.5344081903594771,0.9459081760958554,256
0.00014422754716181596,2.436365880223827e-05,0.00510536295741712,0.0018033934705851086,0.0024895712534936366,0.5076852163985704,84,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.529733455882353,0.9414334648462519,256
0.0001512486655255236,9.668103910719547e-05,0.01125081113271986,0.0017804604515877231,0.002544544080936992,0.5095798133001914,820,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.531061070261438,0.9406016597987612,256
0.00011998304672590137,-6.729800380981903e-05,0.007395427281670163,0.0016370890757946865,0.002366926409091697,0.47045834568620815,706,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.5385901756535948,0.9291413892969497,256
0.0001854905979303268,-4.895841617181119e-05,0.013498053671672132,0.002037376179706362,0.003074906783804737,0.5350208541556869,892,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.5432470383986928,0.9443783626144154,256
0.00013345757458907418,-3.3548154606388684e-05,0.009568009082880118,0.0018951586243447702,0.0027398432816950267,0.5164115955709073,205,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.5333180147058824,0.9300410796106412,256
0.00017342234242387474,-3.855913658749214e-05,0.01207951224042518,0.0019502641150819114,0.0028428620777076266,0.5093142595403906,626,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.5359579248366012,0.9310406491620349,256
0.00015510726275422485,-7.200124918204135e-05,0.008170722945133229,0.001974054049063808,0.0027812494334656284,0.4970859792085107,180,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.53132914624183,0.9429756121370014,256
0.00014864579544479855,-2.5004069771260106e-05,0.006513824568877956,0.0018970489532095275,0.002789118854082603,0.49450785815171894,888,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.5322457107843137,0.9603739039608418,256
0.0001288412000894398,0.00012356190873616157,0.007588290660449399,0.001673861577586402,0.0023566832290085227,0.47154511492138396,539,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.5312065972222223,0.9430790579023037,256
0.00015666639694795006,-4.3992598254493554e-05,0.009769323840358259,0.0018868817332072677,0.0027314999466146466,0.502495890195102,479,atlas_4S256,atlas_4S256Parcels,sift_radius2_count_connectivity,0.15,0.5488179125816993,0.9647701379878676,256
