cis_mean,cis_median,cis_max,top50_mean,topdecile_mean,gini_abs_cis,subject,condition,atlas,variant,cost,e0,spearman_cis_degree,n_nodes
0.00010311336819643734,-2.1201411015770635e-05,0.013936707005372874,0.0016300156694212002,0.0017195418222065164,0.5508039939260226,258,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.49772508193560827,0.8931050769367331,456
0.00010526912555770648,2.5298282517122298e-06,0.006976366018277024,0.001561875369366654,0.001640846856184262,0.5258048614321149,84,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.4881811901548743,0.8786714187400312,456
0.00010218842040560312,-1.1141166880959811e-05,0.012544027273231846,0.0015735353109802733,0.0016574647727120458,0.5457989976623816,820,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.4926378446115288,0.8718545115123566,456
9.043419852620326e-05,-7.104574645257873e-05,0.011182343312463842,0.001467454929403561,0.0015425653367718193,0.5058976309532579,706,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.4953513591671486,0.8545458171972194,456
0.00011408258190647561,8.465192824864992e-08,0.018441845818364107,0.0017076765754571088,0.0018015825788393557,0.5502234540483797,892,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.501638712165028,0.8888170049011713,456
9.30458743156736e-05,-1.700492820988605e-06,0.011770716355216664,0.0015946313594406665,0.0016740794498926374,0.5381749390562034,205,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.4919481395797185,0.883388227819556,456
9.434426381535678e-05,1.6625304113225648e-06,0.0074707322002229406,0.0014677426814073485,0.0015411281037942335,0.5188182806366994,626,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.48955883297988556,0.8776127002225511,456
9.820376568158139e-05,-7.815997766946517e-05,0.010013545426406364,0.0016305708632040287,0.0017107366027603029,0.5058025391638168,180,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.4916907653749759,0.8885501581773401,456
0.00011309196545388477,-2.3687783101961517e-05,0.005769925360920685,0.0017086470774279022,0.0017965058910558804,0.536802097707109,888,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.48557804768331086,0.9174572615855068,456
9.765963685665396e-05,-1.676603451391303e-05,0.01268889696302028,0.0014841062733846905,0.0015602842381605003,0.5160426723651705,539,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.4926257952573742,0.9022558672509287,456
9.469978938129366e-05,-3.88163523316001e-05,0.009161271706503025,0.0015028686185604783,0.0015752978583199399,0.4938023019286623,479,cost_10,atlas_4S456Parcels,sift_radius2_count_connectivity,0.1,0.5025970374654585,0.9205553774873593,456
